Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Venue,Date,ResultsScore
553,7.25,0,Jaliyah ELLIOTT,,USA,1,"Youngstown, OH (USA) (i)",24 FEB 2019,1134
553,7.25,0,Lisa WICKHAM,13 AUG 1994,TTO,1,"CrossPlex Athletic Facility, Birmingham, AL (USA) (i)",15 FEB 2020,1134
553,7.25,0,LaSarah HARGROVE,,USA,1h2,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",11 FEB 2022,1134
553,7.25,0,Cynthia BOLINGO,12 JAN 1993,BEL,1h2,"Complexe Sportif de Blocry, Louvain-La-Neuve (BEL) (i)",26 FEB 2022,1134
553,7.25,0,Khaddi SAGNIA,20 APR 1994,SWE,1f1,"Friidrottens Hus, Göteborg (SWE) (i)",14 JAN 2023,1134
553,7.25,0,Demi VAN DEN WILDENBERG,29 FEB 2000,NED,3,"Omnisport, Apeldoorn (NED) (i)",18 FEB 2023,1134
553,7.25,0,Jacqueline MADOGO,14 APR 2000,CAN,1,"Dennis Fairall Fieldhouse, Windsor (CAN) (i)",25 FEB 2023,1134
553,7.25,0,Yuliya KARAVAYEVA,23 NOV 2000,RUS,2,"LFK CSKA, Moskva (RUS) (i)",03 MAR 2023,1134
553,7.25,0,Danielle WILLIAMS,14 SEP 1992,JAM,2,"Clemson Indoor Track & Field Complex, Clemson, SC (USA) (i)",12 JAN 2024,1134
553,7.25,0,Lynna IRBY-JACKSON,06 DEC 1998,USA,2,"Sports Performance Center, Lubbock, TX (USA) (i)",20 JAN 2024,1134
553,7.25,0,Tasa JIYA,16 SEP 1997,NED,1f1,"Omnisport, Apeldoorn (NED) (i)",27 JAN 2024,1134
553,7.25,+0.6,Serena COLE,26 JUN 2004,JAM,6f2,"National Stadium, Kingston (JAM)",27 JAN 2024,1134
650,7.27,0,Yujie CHEN,29 DEC 2008,CHN,1,"Tuanbo Sports Center, Tianjin (CHN) (i)",31 MAR 2024,1127
702,7.28,0,Elvira POßEKEL,11 APR 1953,FRG,3,"Olympiahalle, München (GER) (i)",22 FEB 1976,1124
702,7.28,0,Vera ANISIMOVA,25 MAY 1952,URS,2sf1,"Palazzo dello Sport, Milano (ITA) (i)",12 MAR 1978,1124
702,7.28,0,Marie-Christine CAZIER,23 AUG 1963,FRA,2sf1,"Palazzo dello Sport, Milano (ITA) (i)",07 MAR 1982,1124
702,7.28,0,Chandra CHEESEBOROUGH,10 JAN 1959,USA,1,Osaka (JPN) (i),16 JAN 1984,1124
702,7.28,0,Toya BROWN,23 SEP 1975,USA,1,"Indianapolis, IN (USA) (i)",14 FEB 1998,1124
702,7.28,0,Simone TOMLINSON,26 SEP 1976,CAN,1,"Blacksburg, VA (USA) (i)",22 FEB 1998,1124
702,7.28,0,Vonetta JEFFERY,29 OCT 1973,USA,1,Air Force Academy (USA) (i),23 JAN 1999,1124
702,7.28,0,Ayanna HUTCHINSON,18 FEB 1978,TTO,1,Air Force Academy (USA) (i),25 FEB 2000,1124
702,7.28,0,Teneeshia JONES,28 JAN 1979,USA,1,"Indianapolis, IN (USA) (i)",09 FEB 2001,1124
702,7.28,0,Natallia SALAHUB,31 MAR 1975,BLR,2,Minsk (BLR) (i),28 JAN 2005,1124
702,7.28,0,Jenny KALLUR,16 FEB 1981,SWE,1,Göteborg (SWE) (i),03 FEB 2005,1124
702,7.28,0,Shaunta PELHAM,12 FEB 1978,USA,1,"Flagstaff, AZ (USA) (i)",19 FEB 2005,1124
702,7.28,0,Alexis WEATHERSPOON,27 JUL 1983,USA,1,"Seattle, WA (USA) (i)",04 MAR 2006,1124
702,7.28,0,Nongnuch SANRAT,26 AUG 1983,THA,1,Macao (MAC) (i),30 OCT 2007,1124
702,7.28,0,Joanna ATKINS,31 JAN 1989,USA,4f1,"Lexington, KY (USA) (i)",01 MAR 2009,1124
702,7.28,0,Janae GENNETTE,1983,USA,1f2,"Nampa, ID (USA) (i)",11 FEB 2012,1124
702,7.28,0,Carima LOUAMI,12 MAY 1979,FRA,1f1,Metz (FRA) (i),29 FEB 2012,1124
702,7.28,0,Carrie RUSSELL,18 OCT 1990,JAM,2,Kingston (JAM),25 JAN 2014,1124
702,7.28,0,Sharika NELVIS,10 MAY 1990,USA,1,"Birmingham, AL (USA) (i)",25 FEB 2014,1124
702,7.28,0,Ayodelé IKUESAN,15 MAY 1985,FRA,2h2,Eaubonne (FRA) (i),10 FEB 2015,1124
702,7.28,0,Aaliyah BROWN,06 JAN 1995,USA,4,"Fayetteville, AR (USA) (i)",13 FEB 2015,1124
702,7.28,0,Kali DAVIS-WHITE,27 OCT 1994,USA,1,"Blacksburg, VA (USA) (i)",15 JAN 2016,1124
702,7.28,0,Erica ALEXANDER,24 JUN 1990,USA,2,"Houston, TX (USA) (i)",30 JAN 2016,1124
702,7.28,0,Dutee CHAND,03 FEB 1996,IND,1h3,Doha (QAT) (i),19 FEB 2016,1124
702,7.28,0,Nadine GONSKA,23 JAN 1990,GER,2sf2,Leipzig (GER) (i),27 FEB 2016,1124
702,7.28,0,Agata FORKASIEWICZ,13 JAN 1994,POL,1h1,Toruń (POL) (i),18 FEB 2017,1124
702,7.28,0,Shauna HELPS,23 OCT 1996,JAM,4,"Clemson, SC (USA) (i)",24 FEB 2018,1124
702,7.28,0,Vittoria FONTANA,23 JUL 2000,ITA,4sf3,"Arena, Toruń (POL) (i)",07 MAR 2021,1124
702,7.28,0,Nia WEDDERBURN-GOODISON,09 JAN 2005,GBR,1f9,"Lee Valley Athletics Centre, London (GBR) (i)",12 DEC 2021,1124
702,7.28,0,Anglerne ANNELUS,10 JAN 1997,USA,7,"Ocean Breeze Athl. Complex, New York, NY (USA) (i)",06 FEB 2022,1124
702,7.28,0,Jada SEAMAN,18 JUL 2001,USA,1h4,"Rector Fieldhouse, Blacksburg, VA (USA) (i)",25 FEB 2022,1124
702,7.28,0,Aurora BERTON,18 AUG 2000,ITA,2,"Palaindoor Ancona, Ancona (ITA) (i)",27 FEB 2022,1124
702,7.28,0,Chante CLINKSCALE,2003,USA,5sf3,"Clemson Indoor Track & Field Complex, Clemson, SC (USA) (i)",10 FEB 2023,1124
702,7.28,0,Martyna KOTWIŁA,13 JAN 1999,POL,2,"Arena, Toruń (POL) (i)",18 FEB 2023,1124
702,7.28,+2.0,Krystal Tuckerlee SLOLEY,24 APR 2002,JAM,7f2,"National Stadium, Kingston (JAM)",25 FEB 2023,1124
702,7.28,0,Asia THOMAS,2005,USA,1,"Illinois-Armory, Champaign, IL (USA) (i)",06 JAN 2024,1124
702,7.28,0,Christine MALLARD,12 MAY 2004,USA,2sf3,"The Podium, Spokane, WA (USA) (i)",12 JAN 2024,1124
702,7.28,0,Mikayla HAYES,,USA,4,"Sports Performance Center, Lubbock, TX (USA) (i)",20 JAN 2024,1124
702,7.28,0,Sade MCCREATH,25 JUN 1996,CAN,4sf1,"Clemson Indoor Track & Field Complex, Clemson, SC (USA) (i)",09 FEB 2024,1124
702,7.28,0,Moforehan ABINUSAWA,03 OCT 2003,USA,3sf3,"Clemson Indoor Track & Field Complex, Clemson, SC (USA) (i)",09 FEB 2024,1124
702,7.28,0,Tiffany EIDNER,18 NOV 1997,GER,3,"Quarterback Immobilien Arena, Leipzig (GER) (i)",17 FEB 2024,1124
702,7.28,0,Kiara BROWN,,USA,4h1,"Convention Center, Albuquerque, NM (USA) (i)",17 FEB 2024,1124
702,7.28,0,Jagoda MIERZYŃSKA,03 AUG 1998,POL,1h2,"Arena, Toruń (POL) (i)",17 FEB 2024,1124
702,7.28,0,Vivian OGOR,2000,CAN,1h1,"Dennis Fairall Fieldhouse, Windsor (CAN) (i)",23 FEB 2024,1124
702,7.28,0,Lily JONES,07 MAR 2004,USA,1f1,"Dempsey Indoor, Seattle, WA (USA) (i)",23 FEB 2024,1124
747,7.29,0,Petra KANDARR,20 AUG 1950,GDR,2,"Ahoy, Rotterdam (NED) (i)",11 MAR 1973,1121
747,7.29,0,Helinä MARJAMAA,05 JUN 1956,FIN,3sf1,"Glaspalast, Sindelfingen (GER) (i)",02 MAR 1980,1121
747,7.29,0,Zofia BIELCZYK,22 SEP 1958,POL,2sf2,"Glaspalast, Sindelfingen (GER) (i)",02 MAR 1980,1121
747,7.29,0,Annelies WALTER,06 DEC 1959,GDR,4,Senftenberg (GER) (i),06 JAN 1984,1121
747,7.29,0,Jayne ANDREWS,29 MAR 1963,GBR,1h2,"Scandinavium, Göteborg (SWE) (i)",03 MAR 1984,1121
747,7.29,0,Paraskevi PATOULIDOU,29 MAR 1965,GRE,1,Pireaus (GRE) (i),10 FEB 1990,1121
747,7.29,0,Yuliya VERTYANOVA,23 AUG 1975,RUS,4,Moskva (RUS) (i),18 FEB 1999,1121
747,7.29,0,Natalya SHCHERBAK,1975,RUS,5,Moskva (RUS) (i),18 FEB 1999,1121
747,7.29,0,Yelena ANISIMOVA,12 JUN 1971,RUS,4,Samara (RUS) (i),30 JAN 2000,1121
747,7.29,0,Alicia MCINTOSH,19 SEP 1977,USA,2,"Houston, TX (USA) (i)",12 FEB 2000,1121
747,7.29,0,Shakedia JONES,15 MAR 1979,USA,h,"Fayetteville, AR (USA) (i)",10 MAR 2000,1121
747,7.29,0,Lolo JONES,05 AUG 1982,USA,3h2,"Fayetteville, AR (USA) (i)",14 MAR 2003,1121
747,7.29,0,Oksana KISLOVA,03 FEB 1982,RUS,3,Moskva (RUS) (i),16 FEB 2006,1121
747,7.29,0,Sherry FLETCHER,17 JAN 1986,GRN,1h,"Albuquerque, NM (USA) (i)",19 JAN 2007,1121
747,7.29,0,Charonda WILLIAMS,27 MAR 1987,USA,2f1,"Flagstaff, AZ (USA) (i)",31 JAN 2009,1121
747,7.29,0,Alishea USERY,21 MAR 1990,USA,5h2,"Fayetteville, AR (USA) (i)",12 MAR 2010,1121
747,7.29,0,Tarika WILLIAMS,26 SEP 1989,JAM,1,"Blacksburg, VA (USA) (i)",03 FEB 2012,1121
747,7.29,0,Chisato FUKUSHIMA,27 JUN 1988,JPN,2h2,"Ataköy Arena, Istanbul (TUR) (i)",10 MAR 2012,1121
747,7.29,0,Asia COOPER,1993,USA,2f2,"Albuquerque, NM (USA) (i)",08 FEB 2013,1121
747,7.29,0,Yuliya KASHINA,26 FEB 1987,RUS,2,Moskva (RUS) (i),12 FEB 2013,1121
747,7.29,0,Kimberly HYACINTHE,28 MAR 1989,CAN,1f2,Montréal (CAN) (i),24 JAN 2014,1121
747,7.29,0,Nadine HILDEBRAND,20 SEP 1987,GER,1,Karlsruhe (GER) (i),25 JAN 2014,1121
747,7.29,0,Ashlee ABRAHAM,24 SEP 1991,USA,1,"New York, NY (USA) (i)",07 FEB 2014,1121
747,7.29,0,Maria GATOU,16 AUG 1989,GRE,1h1,Pireaus (GRE) (i),08 FEB 2014,1121
747,7.29,0,Andrea IVANČEVIĆ,21 AUG 1984,CRO,1,Rijeka (CRO) (i),01 MAR 2015,1121
747,7.29,0,Ashley MARSHALL,10 SEP 1993,BAR,1f2,"Seattle, WA (USA) (i)",13 FEB 2016,1121
747,7.29,0,Sherone SIMPSON,12 AUG 1984,JAM,1,"Fayetteville, AR (USA) (i)",19 FEB 2016,1121
747,7.29,0,Shaina HARRISON,11 MAR 1994,CAN,2,"Boston, MA (USA) (i)",27 FEB 2016,1121
747,7.29,0,Ksenija BALTA,01 NOV 1986,EST,1,Tallinn (EST) (i),27 FEB 2016,1121
747,7.29,0,Gloria HOOPER,03 MAR 1992,ITA,3h4,"Oregon Convention Center, Portland, OR (USA) (i)",19 MAR 2016,1121
747,7.29,0,Angelica COLLINS,21 OCT 1995,USA,1,"College Station, TX (USA) (i)",04 FEB 2017,1121
747,7.29,0,Barbora PROCHÁZKOVÁ,13 DEC 1991,CZE,1h2,Praha (CZE) (i),25 FEB 2017,1121
747,7.29,0,Leya BUCHANAN,17 AUG 1996,CAN,1,"Houston, TX (USA) (i)",12 JAN 2018,1121
747,7.29,0,Isidora JIMÉNEZ,10 AUG 1993,CHI,1,Sâo Caetano do Sul (BRA) (i),03 FEB 2018,1121
747,7.29,0,Kennedy DENNIS,03 NOV 1998,USA,2,"Blacksburg, VA (USA) (i)",11 JAN 2019,1121
747,7.29,0,Daija LAMPKIN,11 JUL 1999,USA,2,"Clemson, SC (USA) (i)",25 JAN 2019,1121
747,7.29,0,Anastasiya GRIGORYEVA,07 NOV 1993,RUS,2,Moskva (RUS) (i),13 FEB 2019,1121
747,7.29,0,Yana KACHUR,13 JAN 1997,UKR,1,Kyiv (UKR) (i),27 DEC 2019,1121
747,7.29,0,Shyvonne ROXBOROUGH,12 DEC 1998,CAN,1,"Universiade Pavilion, Edmonton (CAN) (i)",05 MAR 2020,1121
747,7.29,0,Marina Andreea BABOI,04 JUN 1999,ROU,1,"Sala de Atletism Ioan Soter, Bucureşti (ROU) (i)",05 FEB 2021,1121
747,7.29,0,Riccarda DIETSCHE,30 APR 1996,SUI,3,"Halle End der Welt, Magglingen (SUI) (i)",20 FEB 2021,1121
747,7.29,0,Paula SEVILLA,28 JUN 1997,ESP,1,"Gallur, Madrid (ESP) (i)",21 FEB 2021,1121
747,7.29,0,Tiana WILSON,19 JUL 2000,USA,2h1,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",26 FEB 2021,1121
747,7.29,0,Camille RUTHERFORD,31 AUG 2002,BAH,1sf3,"Houston-Yeoman FH, Houston, TX (USA) (i)",28 JAN 2022,1121
747,7.29,0,Magdalena NIEMCZYK,25 MAR 2003,POL,1h1,"Hala Uniwersytetu, Rzeszów (POL) (i)",28 JAN 2023,1121
747,7.29,0,Nathacha KOUNI,18 FEB 2001,SUI,3sf1,"Athletik Zentrum, St. Gallen (SUI) (i)",18 FEB 2023,1121
747,7.29,0,Yanique DAYLE,31 DEC 1998,JAM,1h4,"SPIRE Institute Indoor Track & Field Facility, Geneva, OH (USA) (i)",24 FEB 2023,1121
747,7.29,0,Janyah JASPER,,USA,1,"CrossPlex Athletic Facility, Birmingham, AL (USA) (i)",25 FEB 2023,1121
747,7.29,0,Gabrielle THOMAS,,USA,5,"R.A. ""Murray"" Fasken Indoor Track Stadium, College Station, TX (USA) (i)",20 JAN 2024,1121
747,7.29,0,Diana HONCHARENKO,20 SEP 2004,UKR,1,"KMSHVSM Arena, Kyiv (UKR) (i)",02 FEB 2024,1121
747,7.29,0,Natalya KOMBAROVA,24 SEP 2001,RUS,2,"MGSU Sports Arena, Moskva (RUS) (i)",03 FEB 2024,1121
747,7.29,0,Chloé GALET,30 AUG 2001,FRA,1f1,"L'Anneau-Halle d'athlétisme de Metz, Metz (FRA) (i)",08 FEB 2024,1121
747,7.29,0,Faith AKINBILEJE,21 SEP 2005,GBR,2,"National Indoor Athletics Centre, Sheffield (GBR) (i)",10 FEB 2024,1121
747,7.29,0,Chelsea KADIRI,27 JUL 2005,GER,4,"Quarterback Immobilien Arena, Leipzig (GER) (i)",17 FEB 2024,1121
871,7.31,0,LaQuisha JACKSON,07 JAN 1994,USA,1sf3,"New York, NY (USA) (i)",30 JAN 2015,1114
871,7.31,0,Ivana ŠPANOVIĆ,10 MAY 1990,SRB,1,Novi Sad (SRB) (i),31 JAN 2015,1114
871,7.31,0,Natalіya STROHOVA,26 DEC 1992,UKR,2sf1,Sumy (UKR) (i),13 FEB 2015,1114
871,7.31,0,Alina TALAY,14 MAY 1989,BLR,1,Mogilyov (BLR) (i),20 FEB 2015,1114
871,7.31,0,Inna WEIT,05 AUG 1988,GER,5,Karlsruhe (GER) (i),21 FEB 2015,1114
871,7.31,0,Amber IVY,02 NOV 1997,USA,1,"College Station, TX (USA) (i)",21 JAN 2017,1114
871,7.31,0,Micha AUZENNE,10 JUN 1995,USA,2h1,"Albuquerque, NM (USA) (i)",11 FEB 2017,1114
871,7.31,0,Phil HEALY,19 NOV 1994,IRL,3,Athlone (IRL) (i),15 FEB 2017,1114
871,7.31,0,Hannah BRIER,03 FEB 1998,GBR,1,Sheffield (GBR) (i),17 FEB 2017,1114
871,7.31,0,Grigoria-Emmanuela KERAMIDA,25 AUG 1990,GRE,1h2,Athina (GRE) (i),18 FEB 2017,1114
871,7.31,0,Breana NORMAN,14 SEP 1992,USA,1,"Winston Salem, NC (USA) (i)",18 FEB 2017,1114
871,7.31,0,Nelda HUGGINS,02 FEB 1997,IVB,1,"Robert W. Plaster Center, Pittsburg, KS (USA) (i)",04 MAR 2017,1114
871,7.31,0,Zakiya DENOON,23 NOV 1995,TTO,5,"Fayetteville, AR (USA) (i)",09 FEB 2018,1114
871,7.31,0,Rene MEDLEY,21 AUG 1996,JAM,3,"Pittsburg, KS (USA) (i)",09 MAR 2019,1114
871,7.31,0,Marije VAN HUNENSTIJN,02 MAR 1995,NED,4,"Leichtathletikhalle im Arena-Sportpark, Düsseldorf (GER) (i)",04 FEB 2020,1114
871,7.31,0,Lea SPRUNGER,05 MAR 1990,SUI,2,"Athletik Zentrum, St. Gallen (SUI) (i)",15 FEB 2020,1114
871,7.31,0,Elise MEHUYS,01 NOV 1995,BEL,1,"Topsporthal Vlaanderen, Gent (BEL) (i)",16 FEB 2020,1114
871,7.31,0,Aaliyah WILSON,,USA,1f1,"Dempsey Indoor, Seattle, WA (USA) (i)",29 FEB 2020,1114
871,7.31,0,Mercy NTIA-OBONG,04 OCT 1997,NGR,1h2,"Robert W. Plaster Center, Pittsburg, KS (USA) (i)",20 FEB 2021,1114
871,7.31,0,Mechaela HYACINTH,16 NOV 1999,LCA,1h1,"Mountain Lion Fieldhouse, Colorado Springs, CO (USA) (i)",10 DEC 2021,1114
871,7.31,0,Mathilde U. KRAMER,15 MAR 1993,DEN,1f1,"Langvang Atletikhal, Randers (DEN) (i)",30 JAN 2022,1114
871,7.31,0,Talea PREPENS,28 DEC 2001,GER,3,"Helmut-Körnig-Halle, Dortmund (GER) (i)",12 FEB 2022,1114
871,7.31,0,Sonia MOLINA-PRADOS,14 JUL 1993,ESP,2,"Pistas Expourense, Ourense (ESP) (i)",26 FEB 2022,1114
871,7.31,0,Kimbely BAPTISTE,27 DEC 1992,GBR,1sf3,"Utilita Arena Birmingham, Birmingham (GBR) (i)",26 FEB 2022,1114
871,7.31,0,Léonie POINTET,17 FEB 2001,SUI,4,"Halle End der Welt, Magglingen (SUI) (i)",26 FEB 2022,1114
871,7.31,0,Bassant HEMIDA,28 SEP 1996,EGY,5h2,"Štark Arena, Beograd (SRB) (i)",18 MAR 2022,1114
871,7.31,0,Niesha BURGHER,08 AUG 2002,JAM,5,"Convention Center, Albuquerque, NM (USA) (i)",21 JAN 2023,1114
871,7.31,0,Kreete VERLIN,14 FEB 1997,EST,1f5,"Lasnamäe Kergejõustikuhall, Tallinn (EST) (i)",29 JAN 2023,1114
871,7.31,0,Ditaji KAMBUNDJI,20 MAY 2002,SUI,2f1,"Halle End der Welt, Magglingen (SUI) (i)",04 FEB 2023,1114
871,7.31,0,Joy EZE,31 MAY 2004,GBR,1,"National Indoor Athletics Centre, Sheffield (GBR) (i)",11 FEB 2023,1114
871,7.31,0,Anna Luca KOCSIS,09 AUG 2004,HUN,1f1,"Atlétikai Centrum, Nyíregyháza (HUN) (i)",18 FEB 2023,1114
871,7.31,0,Sofia PROVOTOROVA,19 NOV 2002,RUS,1,"Spartak Arena, Ulyanovsk (RUS) (i)",24 FEB 2023,1114
871,7.31,0,Cynteria JAMES,22 SEP 2007,USA,1,"Clemson Indoor Track & Field Complex, Clemson, SC (USA) (i)",08 DEC 2023,1114
871,7.31,0,Madison WHYTE,17 OCT 2004,USA,1sf2,"The Podium, Spokane, WA (USA) (i)",12 JAN 2024,1114
871,7.31,0,Aleksandra STOILOVA,20 APR 2005,AUS,2,"Clemson Indoor Track & Field Complex, Clemson, SC (USA) (i)",26 JAN 2024,1114
871,7.31,0,Reese WEBSTER,21 MAY 2002,TTO,1h3,"Liberty Indoor Complex, Lynchburg, VA (USA) (i)",23 FEB 2024,1114
871,7.31,0,Viktoriya MAKSIMOVA,11 NOV 2002,RUS,2,"LFK CSKA, Moskva (RUS) (i)",23 FEB 2024,1114
938,7.32,0,Diane HOLDEN,28 OCT 1963,AUS,3sf2,"Hoosier Dome, Indianapolis, IN (USA) (i)",06 MAR 1987,1111
938,7.32,0,Vineta IKAUNIECE,04 DEC 1962,URS,7,Moskva (URS) (i),20 FEB 1988,1111
938,7.32,0,Bettina ZIPP,29 APR 1972,GER,2h4,"Palais Omnisports de Paris-Bercy, Paris (FRA) (i)",12 MAR 1994,1111
938,7.32,0,Yuliya TIMOFEYEVA,1972,RUS,4,Moskva (RUS) (i),06 JAN 1998,1111
938,7.32,0,Zundra FEAGIN-ALEXANDER,12 JUL 1973,USA,h,"Baton Rouge, LA (USA) (i)",20 FEB 1998,1111
938,7.32,0,Donica MERRIMAN,24 JAN 1979,USA,1,Air Force Academy (USA) (i),30 JAN 1999,1111
938,7.32,0,Kwajalein BUTLER,23 JUL 1976,USA,1,Air Force Academy (USA) (i),12 FEB 1999,1111
938,7.32,0,Christine BLOOMFIELD,12 FEB 1968,GBR,5h2,"Green Dome, Maebashi (JPN) (i)",07 MAR 1999,1111
938,7.32,0,Tatyana BARASHKO,07 OCT 1976,BLR,1,Gomel (BLR) (i),05 FEB 2000,1111
938,7.32,0,Angela WHITE-MANUEL,10 MAY 1975,USA,2,"Indianapolis, IN (USA) (i)",11 FEB 2000,1111
938,7.32,0,Yelena BOBROVSKAYA,11 APR 1975,KGZ,1,Bishkek (KGZ) (i),07 FEB 2004,1111
938,7.32,0,Martina FEUSI,17 JUN 1974,SUI,6h1,Karlsruhe (GER) (i),15 FEB 2004,1111
938,7.32,0,Brigitte Ann FOSTER-HYLTON,07 NOV 1974,JAM,5sf1,"Sportaréna, Budapest (HUN) (i)",05 MAR 2004,1111
938,7.32,0,Danieth PRYCE,04 NOV 1984,JAM,1,"Landover, MD (USA) (i)",18 FEB 2006,1111
938,7.32,0,Xiaoyan MA,03 FEB 1987,CHN,5,Shanghai (CHN) (i),19 FEB 2006,1111
938,7.32,0,Dorota JĘDRUSIŃSKA,04 FEB 1982,POL,2h2,Leipzig (GER) (i),09 FEB 2007,1111
938,7.32,0,Alimat ISMAILA,13 JUL 1984,NGR,1h1,"Lincoln, NE (USA) (i)",02 FEB 2008,1111
938,7.32,0,Emma RIENAS,15 OCT 1982,SWE,2h1,"Oval Lingotto, Torino (ITA) (i)",07 MAR 2009,1111
938,7.32,0,Lamarra CURRIE,02 OCT 1987,USA,2sf1,"Blacksburg, VA (USA) (i)",07 MAR 2009,1111
938,7.32,0,Mariya SERKOVA,15 MAR 1989,RUS,2,Yekaterinburg (RUS) (i),26 JAN 2010,1111
938,7.32,0,Fatmata BANGURA,16 DEC 1981,BEL,2er1,Lee Valley (GBR) (i),30 JAN 2010,1111
938,7.32,0,Anne CIBIS,27 SEP 1985,GER,2,Karlsruhe (GER) (i),27 FEB 2010,1111
938,7.32,0,Indira SPENCE,08 SEP 1986,JAM,1f2,"Golden, CO (USA) (i)",27 FEB 2010,1111
938,7.32,0,Ailis MCSWEENEY,04 OCT 1983,IRL,1,Belfast (GBR) (i),20 FEB 2011,1111
938,7.32,0,Endurance ABINUWA,31 JUL 1987,NGR,1h4,"Houston, TX (USA) (i)",25 FEB 2011,1111
938,7.32,0,Sónia TAVARES,21 MAR 1986,POR,4,Mondeville (FRA) (i),04 FEB 2012,1111
938,7.32,0,Chaniqua CORINEALDI,05 FEB 1992,USA,1,"Albuquerque, NM (USA) (i)",25 FEB 2012,1111
938,7.32,0,Shai-Anne DAVIS,04 DEC 1993,CAN,1,Toronto (CAN) (i),03 MAR 2012,1111
938,7.32,0,Paris DANIELS,25 JAN 1990,USA,1f4,"Lawrence, KS (USA) (i)",06 DEC 2012,1111
938,7.32,0,Regine WILLIAMS,01 SEP 1995,USA,1h3,"Fayetteville, AR (USA) (i)",31 JAN 2014,1111
938,7.32,0,Anna TARASOVA,28 JUN 1989,RUS,2,Moskva (RUS) (i),17 FEB 2015,1111
938,7.32,0,Anasztázia NGUYEN,09 JAN 1993,HUN,1f1,Budapest (HUN) (i),21 FEB 2015,1111
938,7.32,+1.0,Chanice BONNER,07 JUN 1995,JAM,2f3,Kingston (JAM),30 JAN 2016,1111
938,7.32,0,Savannah CARSON,30 MAR 1995,USA,1,"South Bend, IN (USA) (i)",06 FEB 2016,1111
938,7.32,0,Rushell HARVEY,09 SEP 1995,USA,2h4,"Fayetteville, AR (USA) (i)",26 FEB 2016,1111
938,7.32,0,Nikia SQUIRE,05 DEC 1993,USA,1,"Robert W. Plaster Center, Pittsburg, KS (USA) (i)",12 MAR 2016,1111
938,7.32,0,Keianna ALBURY,28 JUL 1996,BAH,1h1,"Geneva, OH (USA) (i)",24 FEB 2017,1111
938,7.32,0,Lauren Rain WILLIAMS,25 JUL 1999,USA,3,"Albuquerque, NM (USA) (i)",10 FEB 2018,1111
938,7.32,0,Johanelis HERRERA ABREU,11 AUG 1995,ITA,1h4,Ancona (ITA) (i),18 FEB 2018,1111
938,7.32,0,Estela GARCÍA,20 MAR 1989,ESP,5,"Gallur, Madrid (ESP) (i)",08 FEB 2019,1111
938,7.32,0,Carolyn BROWN,24 APR 1996,USA,3,"Blacksburg, VA (USA) (i)",23 FEB 2019,1111
938,7.32,0,Tonea MARSHALL,17 OCT 1998,USA,1h2,"Convention Center, Albuquerque, NM (USA) (i)",25 JAN 2020,1111
938,7.32,0,Mizgin AY,01 JAN 2000,TUR,1f1,"Ataköy Arena, Istanbul (TUR) (i)",01 FEB 2020,1111
938,7.32,0,Manon DEPUYDT,02 APR 1997,BEL,1,"Topsporthal Vlaanderen, Gent (BEL) (i)",22 FEB 2020,1111
938,7.32,0,Camella Florina GAL,18 OCT 1992,ROU,1,"Sala de Atletism Ioan Soter, Bucureşti (ROU) (i)",28 FEB 2020,1111
938,7.32,0,Astrid GLENNER-FRANDSEN,11 APR 1993,DEN,5sf1,"Arena, Toruń (POL) (i)",07 MAR 2021,1111
938,7.32,0,He LI,21 FEB 2001,CHN,1f2,Chengdu (CHN) (i),12 MAR 2021,1111
938,7.32,0,Nikola HOROWSKA,03 JAN 2001,POL,2,"Arena, Toruń (POL) (i)",29 JAN 2022,1111
938,7.32,0,Jasmine JONES,30 NOV 2001,USA,1f2,"Dempsey Indoor, Seattle, WA (USA) (i)",12 FEB 2022,1111
938,7.32,0,Anna Jade KEEFER,26 DEC 1998,USA,2h2,"Rector Fieldhouse, Blacksburg, VA (USA) (i)",25 FEB 2022,1111
938,7.32,0,Rich-Ann ARCHER,12 APR 1999,JAM,1,"North Dakota-High Performance Center, Grand Forks, ND (USA) (i)",26 FEB 2022,1111
938,7.32,0,Lynelle WASHINGTON,,USA,1h3,"CrossPlex Athletic Facility, Birmingham, AL (USA) (i)",27 FEB 2022,1111
938,7.32,0,Jusztina CSÓTI,27 FEB 1998,HUN,1f1,"FTC-MVM Sportközpont, Budapest (HUN) (i)",15 JAN 2023,1111
938,7.32,0,Céline BÜRGI,22 SEP 1999,SUI,3sf2,"Athletik Zentrum, St. Gallen (SUI) (i)",18 FEB 2023,1111
938,7.32,0,Sedrickia WYNN,,USA,1,"CrossPlex Athletic Facility, Birmingham, AL (USA) (i)",21 FEB 2023,1111
938,7.32,0,Alexa ROSSUM,06 JAN 2001,USA,1h1,"Dempsey Indoor, Seattle, WA (USA) (i)",25 FEB 2023,1111
938,7.32,+2.0,Jade JOHNSTON-MITREVSKA,01 OCT 2001,AUS,1,"Kerryn McCann Athletic Centre, Wollongong (AUS)",13 JAN 2024,1111
938,7.32,0,Guadalupe TORREZ,17 MAY 2001,BOL,1,"Gobierno Autónomo Municipal de Cochabamba, Cochabamba (BOL) (i)",13 JAN 2024,1111
